,household_id,income_bracket,age,family_size,sex,prev_interactions,price,purchase,race,state
44362,1232,95k+,31,3,F,0,40,0,Other,CA
44367,1232,95k+,31,3,F,0,35,0,Other,CA
44372,1232,95k+,31,3,F,0,30,1,Other,CA
44377,1232,95k+,31,3,F,0,25,1,Other,CA
44382,1232,95k+,31,3,F,0,20,1,Other,CA
44387,1232,95k+,31,3,F,0,15,1,Other,CA
44388,1233,95k+,22,2,M,0,50,1,White,CA
44393,1233,95k+,22,2,M,0,45,1,White,CA
44398,1233,95k+,22,2,M,0,40,1,White,CA
44403,1233,95k+,22,2,M,0,35,1,White,CA
44408,1233,95k+,22,2,M,0,30,1,White,CA
44413,1233,95k+,22,2,M,0,25,1,White,CA
44418,1233,95k+,22,2,M,0,20,1,White,CA
44423,1233,95k+,22,2,M,0,15,1,White,CA
44424,1234,95k+,58,2,M,0,50,0,White,CA
44429,1234,95k+,58,2,M,0,45,0,White,CA
44434,1234,95k+,58,2,M,0,40,0,White,CA
44439,1234,95k+,58,2,M,0,35,0,White,CA
44444,1234,95k+,58,2,M,0,30,0,White,CA
44449,1234,95k+,58,2,M,0,25,1,White,CA
44454,1234,95k+,58,2,M,0,20,1,White,CA
44459,1234,95k+,58,2,M,0,15,1,White,CA
44460,1235,95k+,44,1,M,0,50,1,White,CA
44465,1235,95k+,44,1,M,0,45,1,White,CA
44470,1235,95k+,44,1,M,0,40,1,White,CA
44475,1235,95k+,44,1,M,0,35,1,White,CA
44480,1235,95k+,44,1,M,0,30,1,White,CA
44485,1235,95k+,44,1,M,0,25,1,White,CA
44490,1235,95k+,44,1,M,0,20,1,White,CA
44495,1235,95k+,44,1,M,0,15,1,White,CA
44496,1236,95k+,32,2,F,0,50,0,Black,CA
44501,1236,95k+,32,2,F,0,45,0,Black,CA
44506,1236,95k+,32,2,F,0,40,1,Black,CA
44511,1236,95k+,32,2,F,0,35,1,Black,CA
44516,1236,95k+,32,2,F,0,30,1,Black,CA
44521,1236,95k+,32,2,F,0,25,1,Black,CA
44526,1236,95k+,32,2,F,0,20,1,Black,CA
44531,1236,95k+,32,2,F,0,15,1,Black,CA
44532,1237,85k–95k,42,1,M,0,50,1,Hispanic,CA
44537,1237,85k–95k,42,1,M,0,45,1,Hispanic,CA
44542,1237,85k–95k,42,1,M,0,40,1,Hispanic,CA
44547,1237,85k–95k,42,1,M,0,35,1,Hispanic,CA
44552,1237,85k–95k,42,1,M,0,30,1,Hispanic,CA
44557,1237,85k–95k,42,1,M,0,25,1,Hispanic,CA
44562,1237,85k–95k,42,1,M,0,20,1,Hispanic,CA
44567,1237,85k–95k,42,1,M,0,15,1,Hispanic,CA
44568,1238,85k–95k,59,5,F,0,50,0,Unknown,CA
44573,1238,85k–95k,59,5,F,0,45,0,Unknown,CA
44578,1238,85k–95k,59,5,F,0,40,0,Unknown,CA
44583,1238,85k–95k,59,5,F,0,35,0,Unknown,CA
44588,1238,85k–95k,59,5,F,0,30,0,Unknown,CA
44593,1238,85k–95k,59,5,F,0,25,0,Unknown,CA
44598,1238,85k–95k,59,5,F,0,20,0,Unknown,CA
44603,1238,85k–95k,59,5,F,0,15,0,Unknown,CA
44604,1239,95k+,28,5,F,0,50,0,White,CA
44609,1239,95k+,28,5,F,0,45,0,White,CA
44614,1239,95k+,28,5,F,0,40,0,White,CA
44619,1239,95k+,28,5,F,0,35,0,White,CA
44624,1239,95k+,28,5,F,0,30,0,White,CA
44629,1239,95k+,28,5,F,0,25,0,White,CA
44634,1239,95k+,28,5,F,0,20,0,White,CA
44639,1239,95k+,28,5,F,0,15,1,White,CA
44640,1240,95k+,40,3,M,1,50,0,White,CA
44645,1240,95k+,40,3,M,1,45,0,White,CA
44650,1240,95k+,40,3,M,1,40,0,White,CA
44655,1240,95k+,40,3,M,1,35,0,White,CA
44660,1240,95k+,40,3,M,1,30,0,White,CA
44665,1240,95k+,40,3,M,1,25,1,White,CA
44670,1240,95k+,40,3,M,1,20,1,White,CA
44675,1240,95k+,40,3,M,1,15,1,White,CA
44676,1241,95k+,20,3,M,0,50,0,Hispanic,CA
44681,1241,95k+,20,3,M,0,45,0,Hispanic,CA
44686,1241,95k+,20,3,M,0,40,0,Hispanic,CA
44691,1241,95k+,20,3,M,0,35,0,Hispanic,CA
44696,1241,95k+,20,3,M,0,30,1,Hispanic,CA
44701,1241,95k+,20,3,M,0,25,1,Hispanic,CA
44706,1241,95k+,20,3,M,0,20,1,Hispanic,CA
44711,1241,95k+,20,3,M,0,15,1,Hispanic,CA
44712,1242,95k+,36,4,F,0,50,0,Unknown,CA
44717,1242,95k+,36,4,F,0,45,0,Unknown,CA
44722,1242,95k+,36,4,F,0,40,0,Unknown,CA
44727,1242,95k+,36,4,F,0,35,0,Unknown,CA
44732,1242,95k+,36,4,F,0,30,0,Unknown,CA
44737,1242,95k+,36,4,F,0,25,0,Unknown,CA
44742,1242,95k+,36,4,F,0,20,1,Unknown,CA
44747,1242,95k+,36,4,F,0,15,1,Unknown,CA
44748,1243,95k+,44,6,M,0,50,0,Hispanic,CA
44753,1243,95k+,44,6,M,0,45,0,Hispanic,CA
44758,1243,95k+,44,6,M,0,40,0,Hispanic,CA
44763,1243,95k+,44,6,M,0,35,0,Hispanic,CA
44768,1243,95k+,44,6,M,0,30,0,Hispanic,CA
44773,1243,95k+,44,6,M,0,25,0,Hispanic,CA
44778,1243,95k+,44,6,M,0,20,0,Hispanic,CA
44783,1243,95k+,44,6,M,0,15,0,Hispanic,CA
44784,1244,85k–95k,24,2,M,0,50,1,White,CA
44789,1244,85k–95k,24,2,M,0,45,1,White,CA
44794,1244,85k–95k,24,2,M,0,40,1,White,CA
44799,1244,85k–95k,24,2,M,0,35,1,White,CA
44804,1244,85k–95k,24,2,M,0,30,1,White,CA
44809,1244,85k–95k,24,2,M,0,25,1,White,CA
44814,1244,85k–95k,24,2,M,0,20,1,White,CA
44819,1244,85k–95k,24,2,M,0,15,1,White,CA
44820,1245,95k+,35,5,F,0,50,0,Other,CA
44825,1245,95k+,35,5,F,0,45,0,Other,CA
44830,1245,95k+,35,5,F,0,40,0,Other,CA
44835,1245,95k+,35,5,F,0,35,0,Other,CA
44840,1245,95k+,35,5,F,0,30,0,Other,CA
44845,1245,95k+,35,5,F,0,25,0,Other,CA
44850,1245,95k+,35,5,F,0,20,0,Other,CA
44855,1245,95k+,35,5,F,0,15,0,Other,CA
44856,1246,95k+,47,5,M,0,50,0,Unknown,CA
44861,1246,95k+,47,5,M,0,45,0,Unknown,CA
44866,1246,95k+,47,5,M,0,40,0,Unknown,CA
44871,1246,95k+,47,5,M,0,35,0,Unknown,CA
44876,1246,95k+,47,5,M,0,30,0,Unknown,CA
44881,1246,95k+,47,5,M,0,25,0,Unknown,CA
44886,1246,95k+,47,5,M,0,20,0,Unknown,CA
44891,1246,95k+,47,5,M,0,15,0,Unknown,CA
44892,1247,95k+,44,2,F,1,50,0,White,CA
44897,1247,95k+,44,2,F,1,45,0,White,CA
44902,1247,95k+,44,2,F,1,40,0,White,CA
44907,1247,95k+,44,2,F,1,35,1,White,CA
44912,1247,95k+,44,2,F,1,30,1,White,CA
44917,1247,95k+,44,2,F,1,25,1,White,CA
44922,1247,95k+,44,2,F,1,20,1,White,CA
44927,1247,95k+,44,2,F,1,15,1,White,CA
44928,1248,95k+,23,5,F,0,50,0,White,CA
44933,1248,95k+,23,5,F,0,45,0,White,CA
44938,1248,95k+,23,5,F,0,40,0,White,CA
44943,1248,95k+,23,5,F,0,35,0,White,CA
44948,1248,95k+,23,5,F,0,30,0,White,CA
44953,1248,95k+,23,5,F,0,25,0,White,CA
44958,1248,95k+,23,5,F,0,20,0,White,CA
44963,1248,95k+,23,5,F,0,15,1,White,CA
44964,1249,95k+,42,5,F,0,50,0,Unknown,CA
44969,1249,95k+,42,5,F,0,45,0,Unknown,CA
44974,1249,95k+,42,5,F,0,40,0,Unknown,CA
44979,1249,95k+,42,5,F,0,35,0,Unknown,CA
44984,1249,95k+,42,5,F,0,30,0,Unknown,CA
44989,1249,95k+,42,5,F,0,25,0,Unknown,CA
44994,1249,95k+,42,5,F,0,20,0,Unknown,CA
44999,1249,95k+,42,5,F,0,15,0,Unknown,CA
45000,1250,95k+,44,4,M,0,50,0,White,CA
45005,1250,95k+,44,4,M,0,45,0,White,CA
45010,1250,95k+,44,4,M,0,40,0,White,CA
45015,1250,95k+,44,4,M,0,35,0,White,CA
45020,1250,95k+,44,4,M,0,30,0,White,CA
45025,1250,95k+,44,4,M,0,25,0,White,CA
45030,1250,95k+,44,4,M,0,20,1,White,CA
45035,1250,95k+,44,4,M,0,15,1,White,CA
45036,1251,85k–95k,38,4,M,0,50,0,Hispanic,CA
45041,1251,85k–95k,38,4,M,0,45,0,Hispanic,CA
45046,1251,85k–95k,38,4,M,0,40,0,Hispanic,CA
45051,1251,85k–95k,38,4,M,0,35,0,Hispanic,CA
45056,1251,85k–95k,38,4,M,0,30,0,Hispanic,CA
45061,1251,85k–95k,38,4,M,0,25,0,Hispanic,CA
45066,1251,85k–95k,38,4,M,0,20,0,Hispanic,CA
45071,1251,85k–95k,38,4,M,0,15,1,Hispanic,CA
45072,1252,85k–95k,50,2,M,0,50,0,Hispanic,CA
45077,1252,85k–95k,50,2,M,0,45,0,Hispanic,CA
45082,1252,85k–95k,50,2,M,0,40,0,Hispanic,CA
45087,1252,85k–95k,50,2,M,0,35,0,Hispanic,CA
45092,1252,85k–95k,50,2,M,0,30,0,Hispanic,CA
45097,1252,85k–95k,50,2,M,0,25,0,Hispanic,CA
45102,1252,85k–95k,50,2,M,0,20,1,Hispanic,CA
45107,1252,85k–95k,50,2,M,0,15,1,Hispanic,CA
45108,1253,95k+,30,1,F,0,50,1,Hispanic,CA
45113,1253,95k+,30,1,F,0,45,1,Hispanic,CA
45118,1253,95k+,30,1,F,0,40,1,Hispanic,CA
45123,1253,95k+,30,1,F,0,35,1,Hispanic,CA
45128,1253,95k+,30,1,F,0,30,1,Hispanic,CA
45133,1253,95k+,30,1,F,0,25,1,Hispanic,CA
45138,1253,95k+,30,1,F,0,20,1,Hispanic,CA
45143,1253,95k+,30,1,F,0,15,1,Hispanic,CA
45144,1254,95k+,42,1,F,1,50,1,White,CA
45149,1254,95k+,42,1,F,1,45,1,White,CA
45154,1254,95k+,42,1,F,1,40,1,White,CA
45159,1254,95k+,42,1,F,1,35,1,White,CA
45164,1254,95k+,42,1,F,1,30,1,White,CA
45169,1254,95k+,42,1,F,1,25,1,White,CA
45174,1254,95k+,42,1,F,1,20,1,White,CA
45179,1254,95k+,42,1,F,1,15,1,White,CA
45180,1255,95k+,23,5,M,5,50,0,Other,CA
45185,1255,95k+,23,5,M,5,45,0,Other,CA
45190,1255,95k+,23,5,M,5,40,0,Other,CA
45195,1255,95k+,23,5,M,5,35,0,Other,CA
45200,1255,95k+,23,5,M,5,30,0,Other,CA
45205,1255,95k+,23,5,M,5,25,0,Other,CA
45210,1255,95k+,23,5,M,5,20,0,Other,CA
45215,1255,95k+,23,5,M,5,15,1,Other,CA
45216,1256,95k+,18,2,M,0,50,1,Unknown,CA
45221,1256,95k+,18,2,M,0,45,1,Unknown,CA
45226,1256,95k+,18,2,M,0,40,1,Unknown,CA
45231,1256,95k+,18,2,M,0,35,1,Unknown,CA
45236,1256,95k+,18,2,M,0,30,1,Unknown,CA
45241,1256,95k+,18,2,M,0,25,1,Unknown,CA
45246,1256,95k+,18,2,M,0,20,1,Unknown,CA
45251,1256,95k+,18,2,M,0,15,1,Unknown,CA
45252,1257,85k–95k,46,6,M,0,50,0,White,CA
45257,1257,85k–95k,46,6,M,0,45,0,White,CA
45262,1257,85k–95k,46,6,M,0,40,0,White,CA
45267,1257,85k–95k,46,6,M,0,35,0,White,CA
45272,1257,85k–95k,46,6,M,0,30,0,White,CA
45277,1257,85k–95k,46,6,M,0,25,0,White,CA
45282,1257,85k–95k,46,6,M,0,20,0,White,CA
45287,1257,85k–95k,46,6,M,0,15,0,White,CA
45288,1258,85k–95k,37,1,F,0,50,1,Black,CA
45293,1258,85k–95k,37,1,F,0,45,1,Black,CA
45298,1258,85k–95k,37,1,F,0,40,1,Black,CA
45303,1258,85k–95k,37,1,F,0,35,1,Black,CA
45308,1258,85k–95k,37,1,F,0,30,1,Black,CA
45313,1258,85k–95k,37,1,F,0,25,1,Black,CA
45318,1258,85k–95k,37,1,F,0,20,1,Black,CA
45323,1258,85k–95k,37,1,F,0,15,1,Black,CA
45324,1259,95k+,32,7,F,0,50,0,White,CA
45329,1259,95k+,32,7,F,0,45,0,White,CA
45334,1259,95k+,32,7,F,0,40,0,White,CA
45339,1259,95k+,32,7,F,0,35,0,White,CA
45344,1259,95k+,32,7,F,0,30,0,White,CA
45349,1259,95k+,32,7,F,0,25,0,White,CA
45354,1259,95k+,32,7,F,0,20,0,White,CA
45359,1259,95k+,32,7,F,0,15,0,White,CA
45360,1260,95k+,24,2,F,0,50,1,Other,CA
45365,1260,95k+,24,2,F,0,45,1,Other,CA
45370,1260,95k+,24,2,F,0,40,1,Other,CA
45375,1260,95k+,24,2,F,0,35,1,Other,CA
45380,1260,95k+,24,2,F,0,30,1,Other,CA
45385,1260,95k+,24,2,F,0,25,1,Other,CA
45390,1260,95k+,24,2,F,0,20,1,Other,CA
45395,1260,95k+,24,2,F,0,15,1,Other,CA
45396,1261,95k+,47,7,F,0,50,0,Hispanic,CA
45401,1261,95k+,47,7,F,0,45,0,Hispanic,CA
45406,1261,95k+,47,7,F,0,40,0,Hispanic,CA
45411,1261,95k+,47,7,F,0,35,0,Hispanic,CA
45416,1261,95k+,47,7,F,0,30,0,Hispanic,CA
45421,1261,95k+,47,7,F,0,25,0,Hispanic,CA
45426,1261,95k+,47,7,F,0,20,0,Hispanic,CA
45431,1261,95k+,47,7,F,0,15,0,Hispanic,CA
45432,1262,95k+,19,3,F,5,50,0,Black,CA
45437,1262,95k+,19,3,F,5,45,0,Black,CA
45442,1262,95k+,19,3,F,5,40,0,Black,CA
45447,1262,95k+,19,3,F,5,35,1,Black,CA
45452,1262,95k+,19,3,F,5,30,1,Black,CA
45457,1262,95k+,19,3,F,5,25,1,Black,CA
45462,1262,95k+,19,3,F,5,20,1,Black,CA
45467,1262,95k+,19,3,F,5,15,1,Black,CA
45468,1263,95k+,49,4,F,0,50,0,White,CA
45473,1263,95k+,49,4,F,0,45,0,White,CA
45478,1263,95k+,49,4,F,0,40,0,White,CA
45483,1263,95k+,49,4,F,0,35,0,White,CA
45488,1263,95k+,49,4,F,0,30,0,White,CA
45493,1263,95k+,49,4,F,0,25,0,White,CA
45498,1263,95k+,49,4,F,0,20,0,White,CA
45503,1263,95k+,49,4,F,0,15,1,White,CA
45504,1264,95k+,43,4,M,0,50,0,Hispanic,CA
45509,1264,95k+,43,4,M,0,45,0,Hispanic,CA
45514,1264,95k+,43,4,M,0,40,0,Hispanic,CA
45519,1264,95k+,43,4,M,0,35,0,Hispanic,CA
45524,1264,95k+,43,4,M,0,30,0,Hispanic,CA
45529,1264,95k+,43,4,M,0,25,0,Hispanic,CA
45534,1264,95k+,43,4,M,0,20,0,Hispanic,CA
45539,1264,95k+,43,4,M,0,15,1,Hispanic,CA
45540,1265,95k+,20,4,M,0,50,0,Other,CA
45545,1265,95k+,20,4,M,0,45,0,Other,CA
45550,1265,95k+,20,4,M,0,40,0,Other,CA
45555,1265,95k+,20,4,M,0,35,0,Other,CA
45560,1265,95k+,20,4,M,0,30,0,Other,CA
45565,1265,95k+,20,4,M,0,25,1,Other,CA
45570,1265,95k+,20,4,M,0,20,1,Other,CA
45575,1265,95k+,20,4,M,0,15,1,Other,CA
45576,1266,95k+,39,3,F,0,50,0,Other,CA
45581,1266,95k+,39,3,F,0,45,0,Other,CA
45586,1266,95k+,39,3,F,0,40,0,Other,CA
45591,1266,95k+,39,3,F,0,35,0,Other,CA
45596,1266,95k+,39,3,F,0,30,0,Other,CA
45601,1266,95k+,39,3,F,0,25,0,Other,CA
45606,1266,95k+,39,3,F,0,20,1,Other,CA
45611,1266,95k+,39,3,F,0,15,1,Other,CA
45612,1267,85k–95k,69,4,M,0,50,0,White,CA
45617,1267,85k–95k,69,4,M,0,45,0,White,CA
45622,1267,85k–95k,69,4,M,0,40,0,White,CA
45627,1267,85k–95k,69,4,M,0,35,0,White,CA
45632,1267,85k–95k,69,4,M,0,30,0,White,CA
45637,1267,85k–95k,69,4,M,0,25,0,White,CA
45642,1267,85k–95k,69,4,M,0,20,0,White,CA
45647,1267,85k–95k,69,4,M,0,15,0,White,CA
45648,1268,95k+,51,4,M,0,50,0,Hispanic,CA
45653,1268,95k+,51,4,M,0,45,0,Hispanic,CA
45658,1268,95k+,51,4,M,0,40,0,Hispanic,CA
45663,1268,95k+,51,4,M,0,35,0,Hispanic,CA
45668,1268,95k+,51,4,M,0,30,0,Hispanic,CA
45673,1268,95k+,51,4,M,0,25,0,Hispanic,CA
45678,1268,95k+,51,4,M,0,20,0,Hispanic,CA
45683,1268,95k+,51,4,M,0,15,1,Hispanic,CA
45684,1269,95k+,27,2,M,0,50,1,Hispanic,CA
45689,1269,95k+,27,2,M,0,45,1,Hispanic,CA
45694,1269,95k+,27,2,M,0,40,1,Hispanic,CA
45699,1269,95k+,27,2,M,0,35,1,Hispanic,CA
45704,1269,95k+,27,2,M,0,30,1,Hispanic,CA
45709,1269,95k+,27,2,M,0,25,1,Hispanic,CA
45714,1269,95k+,27,2,M,0,20,1,Hispanic,CA
45719,1269,95k+,27,2,M,0,15,1,Hispanic,CA
45720,1270,95k+,46,2,M,1,50,0,Hispanic,CA
45725,1270,95k+,46,2,M,1,45,0,Hispanic,CA
45730,1270,95k+,46,2,M,1,40,0,Hispanic,CA
45735,1270,95k+,46,2,M,1,35,0,Hispanic,CA
45740,1270,95k+,46,2,M,1,30,1,Hispanic,CA
45745,1270,95k+,46,2,M,1,25,1,Hispanic,CA
45750,1270,95k+,46,2,M,1,20,1,Hispanic,CA
45755,1270,95k+,46,2,M,1,15,1,Hispanic,CA
45756,1271,95k+,20,6,M,1,50,0,White,CA
45761,1271,95k+,20,6,M,1,45,0,White,CA
45766,1271,95k+,20,6,M,1,40,0,White,CA
45771,1271,95k+,20,6,M,1,35,0,White,CA
45776,1271,95k+,20,6,M,1,30,0,White,CA
45781,1271,95k+,20,6,M,1,25,0,White,CA
45786,1271,95k+,20,6,M,1,20,0,White,CA
45791,1271,95k+,20,6,M,1,15,0,White,CA
45792,1272,95k+,21,4,M,0,50,0,Hispanic,CA
45797,1272,95k+,21,4,M,0,45,0,Hispanic,CA
45802,1272,95k+,21,4,M,0,40,0,Hispanic,CA
45807,1272,95k+,21,4,M,0,35,0,Hispanic,CA
45812,1272,95k+,21,4,M,0,30,0,Hispanic,CA
45817,1272,95k+,21,4,M,0,25,1,Hispanic,CA
45822,1272,95k+,21,4,M,0,20,1,Hispanic,CA
45827,1272,95k+,21,4,M,0,15,1,Hispanic,CA
45828,1273,95k+,36,3,M,0,50,0,Hispanic,CA
45833,1273,95k+,36,3,M,0,45,0,Hispanic,CA
45838,1273,95k+,36,3,M,0,40,0,Hispanic,CA
45843,1273,95k+,36,3,M,0,35,0,Hispanic,CA
45848,1273,95k+,36,3,M,0,30,0,Hispanic,CA
45853,1273,95k+,36,3,M,0,25,0,Hispanic,CA
45858,1273,95k+,36,3,M,0,20,1,Hispanic,CA
45863,1273,95k+,36,3,M,0,15,1,Hispanic,CA
45864,1274,95k+,44,2,M,0,50,0,White,CA
45869,1274,95k+,44,2,M,0,45,0,White,CA
45874,1274,95k+,44,2,M,0,40,0,White,CA
45879,1274,95k+,44,2,M,0,35,0,White,CA
45884,1274,95k+,44,2,M,0,30,1,White,CA
45889,1274,95k+,44,2,M,0,25,1,White,CA
45894,1274,95k+,44,2,M,0,20,1,White,CA
45899,1274,95k+,44,2,M,0,15,1,White,CA
45900,1275,95k+,47,5,M,1,50,0,White,CA
45905,1275,95k+,47,5,M,1,45,0,White,CA
45910,1275,95k+,47,5,M,1,40,0,White,CA
45915,1275,95k+,47,5,M,1,35,0,White,CA
45920,1275,95k+,47,5,M,1,30,0,White,CA
45925,1275,95k+,47,5,M,1,25,0,White,CA
45930,1275,95k+,47,5,M,1,20,0,White,CA
45935,1275,95k+,47,5,M,1,15,0,White,CA
45936,1276,95k+,47,4,F,0,50,0,Unknown,CA
45941,1276,95k+,47,4,F,0,45,0,Unknown,CA
45946,1276,95k+,47,4,F,0,40,0,Unknown,CA
45951,1276,95k+,47,4,F,0,35,0,Unknown,CA
45956,1276,95k+,47,4,F,0,30,0,Unknown,CA
45961,1276,95k+,47,4,F,0,25,0,Unknown,CA
45966,1276,95k+,47,4,F,0,20,0,Unknown,CA
45971,1276,95k+,47,4,F,0,15,1,Unknown,CA
45972,1277,95k+,43,7,M,0,50,0,White,CA
45977,1277,95k+,43,7,M,0,45,0,White,CA
45982,1277,95k+,43,7,M,0,40,0,White,CA
45987,1277,95k+,43,7,M,0,35,0,White,CA
45992,1277,95k+,43,7,M,0,30,0,White,CA
45997,1277,95k+,43,7,M,0,25,0,White,CA
46002,1277,95k+,43,7,M,0,20,0,White,CA
46007,1277,95k+,43,7,M,0,15,0,White,CA
46008,1278,95k+,18,1,M,0,50,1,White,CA
46013,1278,95k+,18,1,M,0,45,1,White,CA
46018,1278,95k+,18,1,M,0,40,1,White,CA
46023,1278,95k+,18,1,M,0,35,1,White,CA
46028,1278,95k+,18,1,M,0,30,1,White,CA
46033,1278,95k+,18,1,M,0,25,1,White,CA
46038,1278,95k+,18,1,M,0,20,1,White,CA
46043,1278,95k+,18,1,M,0,15,1,White,CA
46044,1279,95k+,36,6,M,0,50,0,Black,CA
46049,1279,95k+,36,6,M,0,45,0,Black,CA
46054,1279,95k+,36,6,M,0,40,0,Black,CA
46059,1279,95k+,36,6,M,0,35,0,Black,CA
46064,1279,95k+,36,6,M,0,30,0,Black,CA
46069,1279,95k+,36,6,M,0,25,0,Black,CA
46074,1279,95k+,36,6,M,0,20,0,Black,CA
46079,1279,95k+,36,6,M,0,15,0,Black,CA
46080,1280,85k–95k,49,6,M,0,50,0,Hispanic,CA
46085,1280,85k–95k,49,6,M,0,45,0,Hispanic,CA
46090,1280,85k–95k,49,6,M,0,40,0,Hispanic,CA
46095,1280,85k–95k,49,6,M,0,35,0,Hispanic,CA
46100,1280,85k–95k,49,6,M,0,30,0,Hispanic,CA
46105,1280,85k–95k,49,6,M,0,25,0,Hispanic,CA
46110,1280,85k–95k,49,6,M,0,20,0,Hispanic,CA
46115,1280,85k–95k,49,6,M,0,15,0,Hispanic,CA
46116,1281,95k+,42,5,M,0,50,0,White,CA
46121,1281,95k+,42,5,M,0,45,0,White,CA
46126,1281,95k+,42,5,M,0,40,0,White,CA
46131,1281,95k+,42,5,M,0,35,0,White,CA
46136,1281,95k+,42,5,M,0,30,0,White,CA
46141,1281,95k+,42,5,M,0,25,0,White,CA
46146,1281,95k+,42,5,M,0,20,0,White,CA
46151,1281,95k+,42,5,M,0,15,0,White,CA
46152,1282,95k+,39,4,F,0,50,0,White,CA
46157,1282,95k+,39,4,F,0,45,0,White,CA
46162,1282,95k+,39,4,F,0,40,0,White,CA
46167,1282,95k+,39,4,F,0,35,0,White,CA
46172,1282,95k+,39,4,F,0,30,0,White,CA
46177,1282,95k+,39,4,F,0,25,0,White,CA
46182,1282,95k+,39,4,F,0,20,0,White,CA
46187,1282,95k+,39,4,F,0,15,1,White,CA
46188,1283,95k+,41,4,F,0,50,0,Hispanic,CA
46193,1283,95k+,41,4,F,0,45,0,Hispanic,CA
46198,1283,95k+,41,4,F,0,40,0,Hispanic,CA
46203,1283,95k+,41,4,F,0,35,0,Hispanic,CA
46208,1283,95k+,41,4,F,0,30,0,Hispanic,CA
46213,1283,95k+,41,4,F,0,25,0,Hispanic,CA
46218,1283,95k+,41,4,F,0,20,1,Hispanic,CA
46223,1283,95k+,41,4,F,0,15,1,Hispanic,CA
46224,1284,95k+,41,3,M,0,50,0,Hispanic,CA
46229,1284,95k+,41,3,M,0,45,0,Hispanic,CA
46234,1284,95k+,41,3,M,0,40,0,Hispanic,CA
46239,1284,95k+,41,3,M,0,35,0,Hispanic,CA
46244,1284,95k+,41,3,M,0,30,0,Hispanic,CA
46249,1284,95k+,41,3,M,0,25,1,Hispanic,CA
46254,1284,95k+,41,3,M,0,20,1,Hispanic,CA
46259,1284,95k+,41,3,M,0,15,1,Hispanic,CA
46260,1285,95k+,18,7,M,0,50,0,Hispanic,CA
46265,1285,95k+,18,7,M,0,45,0,Hispanic,CA
46270,1285,95k+,18,7,M,0,40,0,Hispanic,CA
46275,1285,95k+,18,7,M,0,35,0,Hispanic,CA
46280,1285,95k+,18,7,M,0,30,0,Hispanic,CA
46285,1285,95k+,18,7,M,0,25,0,Hispanic,CA
46290,1285,95k+,18,7,M,0,20,0,Hispanic,CA
46295,1285,95k+,18,7,M,0,15,0,Hispanic,CA
46296,1286,95k+,51,5,M,0,50,0,Other,CA
46301,1286,95k+,51,5,M,0,45,0,Other,CA
46306,1286,95k+,51,5,M,0,40,0,Other,CA
46311,1286,95k+,51,5,M,0,35,0,Other,CA
46316,1286,95k+,51,5,M,0,30,0,Other,CA
46321,1286,95k+,51,5,M,0,25,0,Other,CA
46326,1286,95k+,51,5,M,0,20,0,Other,CA
46331,1286,95k+,51,5,M,0,15,0,Other,CA
46332,1287,95k+,36,6,F,0,50,0,Black,CA
46337,1287,95k+,36,6,F,0,45,0,Black,CA
46342,1287,95k+,36,6,F,0,40,0,Black,CA
46347,1287,95k+,36,6,F,0,35,0,Black,CA
46352,1287,95k+,36,6,F,0,30,0,Black,CA
46357,1287,95k+,36,6,F,0,25,0,Black,CA
46362,1287,95k+,36,6,F,0,20,0,Black,CA
46367,1287,95k+,36,6,F,0,15,0,Black,CA
46368,1288,95k+,46,5,F,0,50,0,Unknown,CA
46373,1288,95k+,46,5,F,0,45,0,Unknown,CA
46378,1288,95k+,46,5,F,0,40,0,Unknown,CA
46383,1288,95k+,46,5,F,0,35,0,Unknown,CA
46388,1288,95k+,46,5,F,0,30,0,Unknown,CA
46393,1288,95k+,46,5,F,0,25,0,Unknown,CA
46398,1288,95k+,46,5,F,0,20,0,Unknown,CA
46403,1288,95k+,46,5,F,0,15,0,Unknown,CA
46404,1289,95k+,18,2,M,0,50,1,White,CA
46409,1289,95k+,18,2,M,0,45,1,White,CA
46414,1289,95k+,18,2,M,0,40,1,White,CA
46419,1289,95k+,18,2,M,0,35,1,White,CA
46424,1289,95k+,18,2,M,0,30,1,White,CA
46429,1289,95k+,18,2,M,0,25,1,White,CA
46434,1289,95k+,18,2,M,0,20,1,White,CA
46439,1289,95k+,18,2,M,0,15,1,White,CA
46440,1290,95k+,57,5,M,0,50,0,White,CA
46445,1290,95k+,57,5,M,0,45,0,White,CA
46450,1290,95k+,57,5,M,0,40,0,White,CA
46455,1290,95k+,57,5,M,0,35,0,White,CA
46460,1290,95k+,57,5,M,0,30,0,White,CA
46465,1290,95k+,57,5,M,0,25,0,White,CA
46470,1290,95k+,57,5,M,0,20,0,White,CA
46475,1290,95k+,57,5,M,0,15,0,White,CA
46476,1291,95k+,23,2,F,0,50,1,Other,CA
46481,1291,95k+,23,2,F,0,45,1,Other,CA
46486,1291,95k+,23,2,F,0,40,1,Other,CA
46491,1291,95k+,23,2,F,0,35,1,Other,CA
46496,1291,95k+,23,2,F,0,30,1,Other,CA
46501,1291,95k+,23,2,F,0,25,1,Other,CA
46506,1291,95k+,23,2,F,0,20,1,Other,CA
46511,1291,95k+,23,2,F,0,15,1,Other,CA
46512,1292,95k+,68,4,F,0,50,0,Hispanic,CA
46517,1292,95k+,68,4,F,0,45,0,Hispanic,CA
46522,1292,95k+,68,4,F,0,40,0,Hispanic,CA
